0.020000 -0.043975 0.025951 1.021619
0.040000 -0.084789 0.027250 1.091031
0.060000 -0.124464 0.028406 1.041395
0.080000 -0.166133 0.029849 1.224159
0.100000 -0.206737 0.031014 1.204651
0.120000 -0.250202 0.032823 1.280055
0.140000 -0.294295 0.034950 1.418956
0.160000 -0.337828 0.036356 1.740492
0.180000 -0.385009 0.038828 1.753262
0.200000 -0.431918 0.042027 2.148504
0.220000 -0.481790 0.044651 2.443596
0.240000 -0.533580 0.048973 2.809588
0.260000 -0.588688 0.054185 3.684615
0.280000 -0.647669 0.061946 5.621333
0.300000 -0.707693 0.067692 7.579019
0.320000 -0.773844 0.075414 8.482673
0.340000 -0.847566 0.092332 12.927418
0.360000 -0.924630 0.111268 29.199108
0.380000 -1.007816 0.135877 31.814705
0.400000 -1.106652 0.198214 81.079563
0.420000 -1.241087 0.360843 99.340094
0.440000 -1.430950 0.653326 125.214900
0.460000 -1.586694 0.821085 44.301745
0.480000 -1.681623 0.878581 22.518615
0.500000 -1.747626 0.910822 14.644028
0.520000 -1.800052 0.933240 8.381879
0.540000 -1.837364 0.947331 7.205177
0.560000 -1.869888 0.959413 4.964895
0.580000 -1.893304 0.967110 5.962151
0.600000 -1.912934 0.973626 4.411431
0.620000 -1.928945 0.978682 3.633643
0.640000 -1.942045 0.982673 3.292425
0.660000 -1.951721 0.985509 3.164552
0.680000 -1.960271 0.988046 3.090289
0.700000 -1.967830 0.990194 3.101912
0.720000 -1.972996 0.991637 2.950200
0.740000 -1.978545 0.993217 2.907533
0.760000 -1.982552 0.994346 2.385907
0.780000 -1.985821 0.995213 2.422002
0.800000 -1.988621 0.995984 2.603013
0.820000 -1.991155 0.996660 2.557776
0.840000 -1.993005 0.997158 2.565105
0.860000 -1.994634 0.997593 2.520236
0.880000 -1.996108 0.997980 2.276587
0.900000 -1.997186 0.998262 2.565047
0.920000 -1.998232 0.998538 2.882856
0.940000 -1.999160 0.998781 2.890045
0.960000 -1.999843 0.998956 2.415345
0.980000 -2.000659 0.999172 2.436032
1.000000 -2.000964 0.999251 2.422326
