0.800000 -0.990551 0.013151 4.713063
0.810000 -1.008380 -0.005064 5.664229
0.820000 -1.024284 0.000663 5.319224
0.830000 -1.040481 0.012028 6.956959
0.840000 -1.057356 0.013035 7.906062
0.850000 -1.071460 0.019150 6.076979
0.860000 -1.094887 0.009970 8.717328
0.870000 -1.113342 0.025856 13.321126
0.880000 -1.129897 0.063662 12.803979
0.890000 -1.150579 0.079736 14.749953
0.900000 -1.164648 -0.005089 53.255089
0.910000 -1.177427 0.083424 16.629107
0.920000 -1.194931 0.098878 19.499981
0.930000 -1.214780 0.132140 40.749961
0.940000 -1.229159 0.130347 85.924234
0.950000 -1.245013 0.172565 26.351689
0.960000 -1.262734 0.202104 56.685505
0.970000 -1.283003 0.297997 53.815829
0.980000 -1.301421 0.367358 27.525243
0.990000 -1.312911 0.384052 36.330762
1.000000 -1.328026 0.372251 118.437184
1.010000 -1.337129 0.399566 43.824619
1.020000 -1.351417 0.455664 65.883483
1.030000 -1.364904 0.501859 24.761282
1.040000 -1.374392 0.500246 34.602438
1.050000 -1.385917 0.542760 23.389929
1.060000 -1.395293 0.561746 13.016894
1.070000 -1.405984 0.583740 10.329590
1.080000 -1.414096 0.576287 42.611910
1.090000 -1.422330 0.614943 5.108643
1.100000 -1.431886 0.620727 5.363147
1.110000 -1.439416 0.634573 6.724399
1.120000 -1.447034 0.644220 5.877609
1.130000 -1.453573 0.632825 12.207434
1.140000 -1.461575 0.644398 30.623066
1.150000 -1.468525 0.660553 9.316402
1.160000 -1.474252 0.671549 4.418727
1.170000 -1.481382 0.673130 11.744649
1.180000 -1.488154 0.684690 4.034535
1.190000 -1.494052 0.689802 4.207124
